Family;Fam;Species;teg;gil;male max;female max;win;spr;sum;aut;gra;xyl;shr;gat;pff;pre;oth;isoleg_cem;cl_cem_fix;cl_fr;cl_ter;aq_pas;aq_act;ae pas;ae_act
RHYACOPHILIDAE;RHY;Rhyacophila_nubila;10;10;12;14;0;2;5;3;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_obliterata;10;10;13;0;0;0;6;4;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_palmeni;10;10;0;13;0;2;6;2;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_philopotamoides;10;0;1;1;0;0;8;2;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_polonica;10;10;13;13;0;3;4;3;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_praemorsa;10;10;13;13;0;0;8;2;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_pubescens;10;0;1;11;0;2;6;2;0;0;0;0;0;10;0;3;0;0;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_relicta;10;10;14;14;2;2;3;3;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_tristis;10;0;1;1;0;3;4;3;1;0;1;0;0;8;0;3;0;0;0;3;2;1;2
RHYACOPHILIDAE;RHY;Rhyacophila_vulgaris;10;10;14;15;0;0;3;7;0;0;0;0;0;10;0;3;0;1;0;3;2;1;2
